"sub_id","sex","age","edu","polAffil","group_cond","ind_cond","img_order","solo","attention","complete","RegAtmpt_Q01","RegAtmpt_Q02","RegAtmpt_Q03","EmoReg_Q01","EmoReg_Q02","EmoReg_Q03","EmoReg_Q04","EmoReg_Q05","EmoReg_Q06","conf1","conf2","conf3","conf4_r","conf5","conf6","EI_sea1","EI_sea2","EI_sea3","EI_sea4","EI_oea1","EI_oea2","EI_oea3","EI_oea4","EI_uoe1","EI_uoe2","EI_uoe3","EI_uoe4","EI_roe1","EI_roe2","EI_roe3","EI_roe4","groupID","studyID","attention_check","exp_i","trial","txt","rate","exp_i_dup","img","grp_method","grp_goal","subgrp"
"A2VFCWCKU97RNK","female","28","Bachelor’s degree","Moderate","reapp_target","reapp_target","15,9,16,19,12,18,4,6,20,1,3,8,10,7,13,5,2,14,17,11","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"id-mspuo-2998-1","id-mspuo-2998",NA,1,"1","the environment is very h",10,1,"15","reappraisal","motivated","treatment"
"A2VFCWCKU97RNK","female","28","Bachelor’s degree","Moderate","reapp_target","reapp_target","15,9,16,19,12,18,4,6,20,1,3,8,10,7,13,5,2,14,17,11","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"id-mspuo-2998-1","id-mspuo-2998",NA,1,"2","i fer gun he is ready to shoot .wearing a bullet",10,1,"9","reappraisal","motivated","treatment"
"A2VFCWCKU97RNK","female","28","Bachelor’s degree","Moderate","reapp_target","reapp_target","15,9,16,19,12,18,4,6,20,1,3,8,10,7,13,5,2,14,17,11","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"id-mspuo-2998-1","id-mspuo-2998",NA,1,"3","it is sad to burry a loved one alone,but atleast it i",10,1,"16","reappraisal","motivated","treatment"
"A2VFCWCKU97RNK","female","28","Bachelor’s degree","Moderate","reapp_target","reapp_target","15,9,16,19,12,18,4,6,20,1,3,8,10,7,13,5,2,14,17,11","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"id-mspuo-2998-1","id-mspuo-2998",NA,1,"4","incase of a brutal accident stay calm and a",10,1,"19","reappraisal","motivated","treatment"
"A2VFCWCKU97RNK","female","28","Bachelor’s degree","Moderate","reapp_target","reapp_target","15,9,16,19,12,18,4,6,20,1,3,8,10,7,13,5,2,14,17,11","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"id-mspuo-2998-1","id-mspuo-2998",NA,1,"5","i cannot imagine one riding while being burnt",NA,1,"12","reappraisal","motivated","treatment"
"A3CT8UTPVYUL04","male","43","Master’s degree","Extremely Conservative","target","control","8,6,9,11,12,18,3,13,5,4,1,19,16,7,17,14,2,10,20,15","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"id-mspuo-2998-3","id-mspuo-2998",NA,1,"1","i feel the man was really got hurt and still he is aggressive",9,1,"8","observing","motivated","control"
"A3CT8UTPVYUL04","male","43","Master’s degree","Extremely Conservative","target","control","8,6,9,11,12,18,3,13,5,4,1,19,16,7,17,14,2,10,20,15","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"id-mspuo-2998-3","id-mspuo-2998",NA,1,"2","the person had eye injury it might due to a fight",9,1,"6","observing","motivated","control"
"A3CT8UTPVYUL04","male","43","Master’s degree","Extremely Conservative","target","control","8,6,9,11,12,18,3,13,5,4,1,19,16,7,17,14,2,10,20,15","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"id-mspuo-2998-3","id-mspuo-2998",NA,1,"3","the person is quite normal standing with a gun",NA,1,"9","observing","motivated","control"
"A311A0TCGNTFKK","male","48","Associate’s degree or some college courses","Moderate","reapp_target","reapp_target","1,3,11,15,14,16,7,20,12,18,8,4,19,2,13,9,6,5,10,17","false",NA,"completed","To some degree","To some degree","To a high degree","To a very high degree","To some degree","To a very low degree","To a high degree","To a very low degree","To some degree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree or disagree","Agree","Disagree","Agree","Agree","Agree","Somewhat agree","Agree","Agree","Strongly agree","Somewhat agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Somewhat agree","id-mspuo-2998-2","id-mspuo-2998",NA,1,"1","A new life being brought in to the wo",1,1,"1","reappraisal","motivated","treatment"
"A311A0TCGNTFKK","male","48","Associate’s degree or some college courses","Moderate","reapp_target","reapp_target","1,3,11,15,14,16,7,20,12,18,8,4,19,2,13,9,6,5,10,17","false",NA,"completed","To some degree","To some degree","To a high degree","To a very high degree","To some degree","To a very low degree","To a high degree","To a very low degree","To some degree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree or disagree","Agree","Disagree","Agree","Agree","Agree","Somewhat agree","Agree","Agree","Strongly agree","Somewhat agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Somewhat agree","id-mspuo-2998-2","id-mspuo-2998",NA,1,"2","The process of a dream.",3,1,"3","reappraisal","motivated","treatment"
"A311A0TCGNTFKK","male","48","Associate’s degree or some college courses","Moderate","reapp_target","reapp_target","1,3,11,15,14,16,7,20,12,18,8,4,19,2,13,9,6,5,10,17","false",NA,"completed","To some degree","To some degree","To a high degree","To a very high degree","To some degree","To a very low degree","To a high degree","To a very low degree","To some degree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree or disagree","Agree","Disagree","Agree","Agree","Agree","Somewhat agree","Agree","Agree","Strongly agree","Somewhat agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Somewhat agree","id-mspuo-2998-2","id-mspuo-2998",NA,1,"3","its about how many times you can get back u",7,1,"11","reappraisal","motivated","treatment"
"A311A0TCGNTFKK","male","48","Associate’s degree or some college courses","Moderate","reapp_target","reapp_target","1,3,11,15,14,16,7,20,12,18,8,4,19,2,13,9,6,5,10,17","false",NA,"completed","To some degree","To some degree","To a high degree","To a very high degree","To some degree","To a very low degree","To a high degree","To a very low degree","To some degree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree or disagree","Agree","Disagree","Agree","Agree","Agree","Somewhat agree","Agree","Agree","Strongly agree","Somewhat agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Somewhat agree","id-mspuo-2998-2","id-mspuo-2998",NA,1,"4","Getting the fire put out.",7,1,"15","reappraisal","motivated","treatment"
"A311A0TCGNTFKK","male","48","Associate’s degree or some college courses","Moderate","reapp_target","reapp_target","1,3,11,15,14,16,7,20,12,18,8,4,19,2,13,9,6,5,10,17","false",NA,"completed","To some degree","To some degree","To a high degree","To a very high degree","To some degree","To a very low degree","To a high degree","To a very low degree","To some degree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree or disagree","Agree","Disagree","Agree","Agree","Agree","Somewhat agree","Agree","Agree","Strongly agree","Somewhat agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Somewhat agree","id-mspuo-2998-2","id-mspuo-2998",NA,1,"5","nice to see survivors.",8,1,"14","reappraisal","motivated","treatment"
"A311A0TCGNTFKK","male","48","Associate’s degree or some college courses","Moderate","reapp_target","reapp_target","1,3,11,15,14,16,7,20,12,18,8,4,19,2,13,9,6,5,10,17","false",NA,"completed","To some degree","To some degree","To a high degree","To a very high degree","To some degree","To a very low degree","To a high degree","To a very low degree","To some degree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree or disagree","Agree","Disagree","Agree","Agree","Agree","Somewhat agree","Agree","Agree","Strongly agree","Somewhat agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Somewhat agree","id-mspuo-2998-2","id-mspuo-2998",NA,1,"6","Hope there is a heaven.",8,1,"16","reappraisal","motivated","treatment"
"A311A0TCGNTFKK","male","48","Associate’s degree or some college courses","Moderate","reapp_target","reapp_target","1,3,11,15,14,16,7,20,12,18,8,4,19,2,13,9,6,5,10,17","false",NA,"completed","To some degree","To some degree","To a high degree","To a very high degree","To some degree","To a very low degree","To a high degree","To a very low degree","To some degree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree or disagree","Agree","Disagree","Agree","Agree","Agree","Somewhat agree","Agree","Agree","Strongly agree","Somewhat agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Somewhat agree","id-mspuo-2998-2","id-mspuo-2998",NA,1,"7","Looks like the process of healing.",8,1,"7","reappraisal","motivated","treatment"
"A311A0TCGNTFKK","male","48","Associate’s degree or some college courses","Moderate","reapp_target","reapp_target","1,3,11,15,14,16,7,20,12,18,8,4,19,2,13,9,6,5,10,17","false",NA,"completed","To some degree","To some degree","To a high degree","To a very high degree","To some degree","To a very low degree","To a high degree","To a very low degree","To some degree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree or disagree","Agree","Disagree","Agree","Agree","Agree","Somewhat agree","Agree","Agree","Strongly agree","Somewhat agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Somewhat agree","id-mspuo-2998-2","id-mspuo-2998",NA,1,"8","Rescuers are awesome",8,1,"20","reappraisal","motivated","treatment"
"A311A0TCGNTFKK","male","48","Associate’s degree or some college courses","Moderate","reapp_target","reapp_target","1,3,11,15,14,16,7,20,12,18,8,4,19,2,13,9,6,5,10,17","false",NA,"completed","To some degree","To some degree","To a high degree","To a very high degree","To some degree","To a very low degree","To a high degree","To a very low degree","To some degree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree or disagree","Agree","Disagree","Agree","Agree","Agree","Somewhat agree","Agree","Agree","Strongly agree","Somewhat agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Somewhat agree","id-mspuo-2998-2","id-mspuo-2998",NA,1,"9","Going through the fire.",5,1,"12","reappraisal","motivated","treatment"
"A311A0TCGNTFKK","male","48","Associate’s degree or some college courses","Moderate","reapp_target","reapp_target","1,3,11,15,14,16,7,20,12,18,8,4,19,2,13,9,6,5,10,17","false",NA,"completed","To some degree","To some degree","To a high degree","To a very high degree","To some degree","To a very low degree","To a high degree","To a very low degree","To some degree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree or disagree","Agree","Disagree","Agree","Agree","Agree","Somewhat agree","Agree","Agree","Strongly agree","Somewhat agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Somewhat agree","id-mspuo-2998-2","id-mspuo-2998",NA,1,"10","One must look for hope.",6,1,"18","reappraisal","motivated","treatment"
"A311A0TCGNTFKK","male","48","Associate’s degree or some college courses","Moderate","reapp_target","reapp_target","1,3,11,15,14,16,7,20,12,18,8,4,19,2,13,9,6,5,10,17","false",NA,"completed","To some degree","To some degree","To a high degree","To a very high degree","To some degree","To a very low degree","To a high degree","To a very low degree","To some degree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree or disagree","Agree","Disagree","Agree","Agree","Agree","Somewhat agree","Agree","Agree","Strongly agree","Somewhat agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Somewhat agree","id-mspuo-2998-2","id-mspuo-2998",NA,1,"11","Seteling a dispute.",8,1,"8","reappraisal","motivated","treatment"
"A311A0TCGNTFKK","male","48","Associate’s degree or some college courses","Moderate","reapp_target","reapp_target","1,3,11,15,14,16,7,20,12,18,8,4,19,2,13,9,6,5,10,17","false",NA,"completed","To some degree","To some degree","To a high degree","To a very high degree","To some degree","To a very low degree","To a high degree","To a very low degree","To some degree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree or disagree","Agree","Disagree","Agree","Agree","Agree","Somewhat agree","Agree","Agree","Strongly agree","Somewhat agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Somewhat agree","id-mspuo-2998-2","id-mspuo-2998",NA,1,"12","Tears only last temporarily.",5,1,"4","reappraisal","motivated","treatment"
"A311A0TCGNTFKK","male","48","Associate’s degree or some college courses","Moderate","reapp_target","reapp_target","1,3,11,15,14,16,7,20,12,18,8,4,19,2,13,9,6,5,10,17","false",NA,"completed","To some degree","To some degree","To a high degree","To a very high degree","To some degree","To a very low degree","To a high degree","To a very low degree","To some degree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree or disagree","Agree","Disagree","Agree","Agree","Agree","Somewhat agree","Agree","Agree","Strongly agree","Somewhat agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Somewhat agree","id-mspuo-2998-2","id-mspuo-2998",NA,1,"13","There are plenty of helpers nearby.",9,1,"19","reappraisal","motivated","treatment"
"A311A0TCGNTFKK","male","48","Associate’s degree or some college courses","Moderate","reapp_target","reapp_target","1,3,11,15,14,16,7,20,12,18,8,4,19,2,13,9,6,5,10,17","false",NA,"completed","To some degree","To some degree","To a high degree","To a very high degree","To some degree","To a very low degree","To a high degree","To a very low degree","To some degree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree or disagree","Agree","Disagree","Agree","Agree","Agree","Somewhat agree","Agree","Agree","Strongly agree","Somewhat agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Somewhat agree","id-mspuo-2998-2","id-mspuo-2998",NA,1,"14","A need for recovery.",8,1,"2","reappraisal","motivated","treatment"
"A311A0TCGNTFKK","male","48","Associate’s degree or some college courses","Moderate","reapp_target","reapp_target","1,3,11,15,14,16,7,20,12,18,8,4,19,2,13,9,6,5,10,17","false",NA,"completed","To some degree","To some degree","To a high degree","To a very high degree","To some degree","To a very low degree","To a high degree","To a very low degree","To some degree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree or disagree","Agree","Disagree","Agree","Agree","Agree","Somewhat agree","Agree","Agree","Strongly agree","Somewhat agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Somewhat agree","id-mspuo-2998-2","id-mspuo-2998",NA,1,"15","Pain will not last.",7,1,"13","reappraisal","motivated","treatment"
"A311A0TCGNTFKK","male","48","Associate’s degree or some college courses","Moderate","reapp_target","reapp_target","1,3,11,15,14,16,7,20,12,18,8,4,19,2,13,9,6,5,10,17","false",NA,"completed","To some degree","To some degree","To a high degree","To a very high degree","To some degree","To a very low degree","To a high degree","To a very low degree","To some degree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree or disagree","Agree","Disagree","Agree","Agree","Agree","Somewhat agree","Agree","Agree","Strongly agree","Somewhat agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Somewhat agree","id-mspuo-2998-2","id-mspuo-2998",NA,1,"16","One could always surrender.",10,1,"9","reappraisal","motivated","treatment"
"A311A0TCGNTFKK","male","48","Associate’s degree or some college courses","Moderate","reapp_target","reapp_target","1,3,11,15,14,16,7,20,12,18,8,4,19,2,13,9,6,5,10,17","false",NA,"completed","To some degree","To some degree","To a high degree","To a very high degree","To some degree","To a very low degree","To a high degree","To a very low degree","To some degree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree or disagree","Agree","Disagree","Agree","Agree","Agree","Somewhat agree","Agree","Agree","Strongly agree","Somewhat agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Somewhat agree","id-mspuo-2998-2","id-mspuo-2998",NA,1,"17","Thank God for help for women.",9,1,"6","reappraisal","motivated","treatment"
"A311A0TCGNTFKK","male","48","Associate’s degree or some college courses","Moderate","reapp_target","reapp_target","1,3,11,15,14,16,7,20,12,18,8,4,19,2,13,9,6,5,10,17","false",NA,"completed","To some degree","To some degree","To a high degree","To a very high degree","To some degree","To a very low degree","To a high degree","To a very low degree","To some degree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree or disagree","Agree","Disagree","Agree","Agree","Agree","Somewhat agree","Agree","Agree","Strongly agree","Somewhat agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Somewhat agree","id-mspuo-2998-2","id-mspuo-2998",NA,1,"18","A need for group counseling.",8,1,"5","reappraisal","motivated","treatment"
"A311A0TCGNTFKK","male","48","Associate’s degree or some college courses","Moderate","reapp_target","reapp_target","1,3,11,15,14,16,7,20,12,18,8,4,19,2,13,9,6,5,10,17","false",NA,"completed","To some degree","To some degree","To a high degree","To a very high degree","To some degree","To a very low degree","To a high degree","To a very low degree","To some degree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree or disagree","Agree","Disagree","Agree","Agree","Agree","Somewhat agree","Agree","Agree","Strongly agree","Somewhat agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Somewhat agree","id-mspuo-2998-2","id-mspuo-2998",NA,1,"19","Hopefully the perp gets caught.",10,1,"10","reappraisal","motivated","treatment"
"A311A0TCGNTFKK","male","48","Associate’s degree or some college courses","Moderate","reapp_target","reapp_target","1,3,11,15,14,16,7,20,12,18,8,4,19,2,13,9,6,5,10,17","false",NA,"completed","To some degree","To some degree","To a high degree","To a very high degree","To some degree","To a very low degree","To a high degree","To a very low degree","To some degree","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree or disagree","Agree","Disagree","Agree","Agree","Agree","Somewhat agree","Agree","Agree","Strongly agree","Somewhat agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Somewhat agree","id-mspuo-2998-2","id-mspuo-2998",NA,1,"20","A need for street justice.",10,1,"17","reappraisal","motivated","treatment"
"A3G66CPX8XDTVJ","male","19","Associate’s degree or some college courses","Extremely Liberal","reapp_target","control","15,9,16,19,12,18,4,6,20,1,3,8,10,7,13,5,2,14,17,11","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"id-mspuo-2998-1","id-mspuo-2998",NA,1,"1","This is a great destruction to property",8,1,"15","reappraisal","motivated","control"
"A3G66CPX8XDTVJ","male","19","Associate’s degree or some college courses","Extremely Liberal","reapp_target","control","15,9,16,19,12,18,4,6,20,1,3,8,10,7,13,5,2,14,17,11","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"id-mspuo-2998-1","id-mspuo-2998",NA,1,"1","This is a great destruction to property",8,1,"1","reappraisal","motivated","control"
"A3G66CPX8XDTVJ","male","19","Associate’s degree or some college courses","Extremely Liberal","reapp_target","control","15,9,16,19,12,18,4,6,20,1,3,8,10,7,13,5,2,14,17,11","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"id-mspuo-2998-1","id-mspuo-2998",NA,1,"1","This is a great destruction to property",10,1,"15","reappraisal","motivated","control"
"A3G66CPX8XDTVJ","male","19","Associate’s degree or some college courses","Extremely Liberal","reapp_target","control","15,9,16,19,12,18,4,6,20,1,3,8,10,7,13,5,2,14,17,11","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"id-mspuo-2998-1","id-mspuo-2998",NA,1,"1","This is a great destruction to property",10,1,"1","reappraisal","motivated","control"
"A3G66CPX8XDTVJ","male","19","Associate’s degree or some college courses","Extremely Liberal","reapp_target","control","15,9,16,19,12,18,4,6,20,1,3,8,10,7,13,5,2,14,17,11","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"id-mspuo-2998-1","id-mspuo-2998",NA,1,"2","THis is it. Fatality",4,1,"9","reappraisal","motivated","control"
"A3G66CPX8XDTVJ","male","19","Associate’s degree or some college courses","Extremely Liberal","reapp_target","control","15,9,16,19,12,18,4,6,20,1,3,8,10,7,13,5,2,14,17,11","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"id-mspuo-2998-1","id-mspuo-2998",NA,1,"2","THis is it. Fatality",4,1,"2","reappraisal","motivated","control"
"A3G66CPX8XDTVJ","male","19","Associate’s degree or some college courses","Extremely Liberal","reapp_target","control","15,9,16,19,12,18,4,6,20,1,3,8,10,7,13,5,2,14,17,11","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"id-mspuo-2998-1","id-mspuo-2998",NA,1,"2","THis is it. Fatality",10,1,"9","reappraisal","motivated","control"
"A3G66CPX8XDTVJ","male","19","Associate’s degree or some college courses","Extremely Liberal","reapp_target","control","15,9,16,19,12,18,4,6,20,1,3,8,10,7,13,5,2,14,17,11","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"id-mspuo-2998-1","id-mspuo-2998",NA,1,"2","THis is it. Fatality",10,1,"2","reappraisal","motivated","control"
"A3G66CPX8XDTVJ","male","19","Associate’s degree or some college courses","Extremely Liberal","reapp_target","control","15,9,16,19,12,18,4,6,20,1,3,8,10,7,13,5,2,14,17,11","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"id-mspuo-2998-1","id-mspuo-2998",NA,1,"3","This life is vanity upon vanity. We are all going to die someday.",7,1,"16","reappraisal","motivated","control"
"A3G66CPX8XDTVJ","male","19","Associate’s degree or some college courses","Extremely Liberal","reapp_target","control","15,9,16,19,12,18,4,6,20,1,3,8,10,7,13,5,2,14,17,11","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"id-mspuo-2998-1","id-mspuo-2998",NA,1,"3","This life is vanity upon vanity. We are all going to die someday.",7,1,"3","reappraisal","motivated","control"
"A3G66CPX8XDTVJ","male","19","Associate’s degree or some college courses","Extremely Liberal","reapp_target","control","15,9,16,19,12,18,4,6,20,1,3,8,10,7,13,5,2,14,17,11","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"id-mspuo-2998-1","id-mspuo-2998",NA,1,"3","This life is vanity upon vanity. We are all going to die someday.",6,1,"16","reappraisal","motivated","control"
"A3G66CPX8XDTVJ","male","19","Associate’s degree or some college courses","Extremely Liberal","reapp_target","control","15,9,16,19,12,18,4,6,20,1,3,8,10,7,13,5,2,14,17,11","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"id-mspuo-2998-1","id-mspuo-2998",NA,1,"3","This life is vanity upon vanity. We are all going to die someday.",6,1,"3","reappraisal","motivated","control"
"A3I65SDKOXEG8Q","female","44","Bachelor’s degree","Extremely Liberal","reapp_target","control","15,9,16,19,12,18,4,6,20,1,3,8,10,7,13,5,2,14,17,11","false",NA,"completed","Not at all","Not at all","Not at all","To a very high degree","To a high degree","Not at all","Not at all","To some degree","Not at all","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Agree","Agree","Somewhat agree","Somewhat disagree","Somewhat agree","Agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Agree","Somewhat disagree","Disagree","Strongly disagree","Disagree","id-mspuo-2998-1","id-mspuo-2998",NA,1,"1","This image is scary to me",6,1,"15","reappraisal","motivated","control"
"A3I65SDKOXEG8Q","female","44","Bachelor’s degree","Extremely Liberal","reapp_target","control","15,9,16,19,12,18,4,6,20,1,3,8,10,7,13,5,2,14,17,11","false",NA,"completed","Not at all","Not at all","Not at all","To a very high degree","To a high degree","Not at all","Not at all","To some degree","Not at all","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Agree","Agree","Somewhat agree","Somewhat disagree","Somewhat agree","Agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Agree","Somewhat disagree","Disagree","Strongly disagree","Disagree","id-mspuo-2998-1","id-mspuo-2998",NA,1,"2","frightening and makes me feel uncomfortable thinking about shootings",7,1,"9","reappraisal","motivated","control"
"A3I65SDKOXEG8Q","female","44","Bachelor’s degree","Extremely Liberal","reapp_target","control","15,9,16,19,12,18,4,6,20,1,3,8,10,7,13,5,2,14,17,11","false",NA,"completed","Not at all","Not at all","Not at all","To a very high degree","To a high degree","Not at all","Not at all","To some degree","Not at all","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Agree","Agree","Somewhat agree","Somewhat disagree","Somewhat agree","Agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Agree","Somewhat disagree","Disagree","Strongly disagree","Disagree","id-mspuo-2998-1","id-mspuo-2998",NA,1,"3","This is very disturbing and upsetting to me",9,1,"16","reappraisal","motivated","control"
"A3I65SDKOXEG8Q","female","44","Bachelor’s degree","Extremely Liberal","reapp_target","control","15,9,16,19,12,18,4,6,20,1,3,8,10,7,13,5,2,14,17,11","false",NA,"completed","Not at all","Not at all","Not at all","To a very high degree","To a high degree","Not at all","Not at all","To some degree","Not at all","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Agree","Agree","Somewhat agree","Somewhat disagree","Somewhat agree","Agree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Agree","Somewhat disagree","Disagree","Strongly disagree","Disagree","id-mspuo-2998-1","id-mspuo-2998",NA,1,"4","very worried and sad for the people in this accident. scary",7,1,"19","reappraisal","motivated","control"
